6_x,6_y,5_x,5_y,13_x,13_y
16.800332891154117,10.064486600667777,11.296346466023111,11.499118759609628,18.023179920080953,6.469486202843513
16.744748767385317,10.226442285413315,11.33304337594421,11.53590519788445,17.929775128112205,6.445948610171184
16.651356726741003,10.363520920129291,11.388645179445653,11.597027643314732,17.818579320496898,6.422601687201
16.63357944444174,10.536968956250572,11.444245042756071,11.633611514088985,17.6895894641651,6.3615221387944825
16.55909335284897,10.711768299568316,11.463150936218101,11.6705886064818,17.522792747066173,6.288950261059561
16.540209009281835,10.94694654053482,11.444251920451793,11.720611921497024,17.355997041353877,6.229019485484094
16.44793383321818,11.146475129052252,11.407560890130974,11.75818480350609,17.20699330295998,6.180795547587718
16.37345060636329,11.357710558877102,11.35196790511012,11.808601339281239,17.022410567520684,6.170876243346522
16.281172476470505,11.520059441964872,11.25856701227308,11.834140840192672,16.855617776226648,6.147381579423514
16.188893341941693,11.669767224205886,11.166277118793793,11.84777093337787,16.688824032299227,6.111989414433372
16.133310114443642,11.84362037936308,11.110683133514927,11.885546380963723,16.484228366976637,6.126823215299159
16.022132951234177,12.055992600730221,11.091782119453605,11.910287525356633,16.317437599423307,6.128610746175667
15.947648693827743,12.25458690889077,11.110687011774452,11.93462353160698,16.169547819346963,6.105657093637351
15.928760412730083,12.440687928439438,11.129591963418925,11.959703131866378,16.002758003635066,6.119342126234316
15.83648618246383,12.652857566931903,11.091784057566487,11.934826099563175,15.89156118142241,6.083354123625773
15.72530699663611,12.839947573585244,11.036184196140985,11.898242228109632,15.780364360722443,6.047366122583653
15.633026832141084,12.977014227004062,10.980584335209688,11.861658357405904,15.650270536517343,6.085940086975884
15.595228719337092,13.076317326999693,10.962791379616801,11.837310435383122,15.557983630672297,6.136749969740038
15.50294954445319,13.2260250667619,10.943884488344079,11.787692261482405,15.465694703547168,6.16227766402502
15.410670366899662,13.375732802176547,10.943885487948299,11.800333345760638,15.372295858218713,6.213099460770365
15.391777190679964,13.500115519573061,10.962788441383992,11.800130777290233,15.31670488408175,6.288054675900675
15.372883018091565,13.611857143727345,10.962788441383992,11.800130777290233,15.280019834402728,6.399986989880294
15.35510663321594,13.797946226363235,10.999477532700197,11.738019323806903,15.224431831314648,6.51212188799302
15.336217307913302,13.971406128203476,11.036170502539202,11.724985018074076,15.168841863244777,6.599718191385077
15.336235842411229,14.207125343441717,11.091767426352556,11.724389228870486,15.149944853428627,6.674280147132428
15.391843460056483,14.342607233415583,11.18517513520822,11.785106536258652,15.149950796483832,6.748639517561786
15.391854210023771,14.479428482219838,11.296371921739183,11.82109461919181,15.224463506477152,6.908457337153406
15.447467661062069,14.689269752265934,11.463164689770874,11.844589422392339,15.316770256176005,7.106007773643016
15.503074333883509,14.812854150086142,11.666656245514728,11.928665655076882,15.372379052623225,7.254130686407183
15.650966994294098,14.872987713785246,11.870149796789487,12.038024063750267,15.427987844806584,7.40225360175376
15.817765525181157,14.970098413805406,12.074748472672637,12.061113742237552,15.521396608330456,7.475611980161537
15.966771113595197,15.042861165094864,12.370517230236471,11.970943736907197,15.594789470438027,7.536543766382712
